iter	Passed	Remaining
1705	4960	854
1706	4963	851
1707	4966	849
1708	4969	846
1709	4972	843
1710	4975	840
1711	4978	837
1712	4980	834
1713	4983	831
1714	4986	828
1715	4989	825
1716	4992	822
1717	4994	819
1718	4997	816
1719	5000	814
1720	5003	811
1721	5006	808
1722	5009	805
1723	5012	802
1724	5015	799
1725	5017	796
1726	5020	793
1727	5023	790
1728	5026	787
1729	5029	784
1730	5032	781
1731	5034	779
1732	5037	776
1733	5040	773
1734	5043	770
1735	5046	767
1736	5049	764
1737	5052	761
1738	5055	758
1739	5058	755
1740	5061	752
1741	5063	750
1742	5066	747
1743	5069	744
1744	5072	741
1745	5075	738
1746	5078	735
1747	5081	732
1748	5084	729
1749	5087	726
1750	5090	723
1751	5093	720
1752	5096	718
1753	5098	715
1754	5101	712
1755	5104	709
1756	5107	706
1757	5110	703
1758	5113	700
1759	5116	697
1760	5118	694
1761	5121	691
1762	5124	688
1763	5127	685
1764	5130	683
1765	5133	680
1766	5135	677
1767	5138	674
1768	5141	671
1769	5144	668
1770	5146	665
1771	5149	662
1772	5152	659
1773	5155	656
1774	5158	653
1775	5160	650
1776	5163	648
1777	5167	645
1778	5169	642
1779	5172	639
1780	5175	636
1781	5178	633
1782	5181	630
1783	5183	627
1784	5186	624
1785	5189	621
1786	5192	618
1787	5195	615
1788	5198	613
1789	5200	610
1790	5203	607
1791	5204	604
1792	5207	601
1793	5210	598
1794	5213	595
1795	5215	592
1796	5218	589
1797	5221	586
1798	5224	583
1799	5227	580
1800	5230	577
1801	5233	575
1802	5236	572
1803	5239	569
1804	5242	566
1805	5245	563
1806	5248	560
1807	5251	557
1808	5253	554
1809	5256	551
1810	5259	548
1811	5262	545
1812	5265	543
1813	5268	540
1814	5270	537
1815	5273	534
1816	5276	531
1817	5279	528
1818	5282	525
1819	5284	522
1820	5287	519
1821	5290	516
1822	5293	513
1823	5296	511
1824	5299	508
1825	5302	505
1826	5304	502
1827	5307	499
1828	5310	496
1829	5313	493
1830	5315	490
1831	5318	487
1832	5321	484
1833	5324	481
1834	5327	479
1835	5329	476
1836	5333	473
1837	5336	470
1838	5339	467
1839	5342	464
1840	5345	461
1841	5348	458
1842	5351	455
1843	5354	452
1844	5357	450
1845	5359	447
1846	5362	444
1847	5365	441
1848	5368	438
1849	5371	435
1850	5374	432
1851	5377	429
1852	5379	426
1853	5382	423
1854	5385	420
1855	5389	418
1856	5391	415
1857	5395	412
1858	5398	409
1859	5401	406
1860	5404	403
1861	5406	400
1862	5409	397
1863	5412	394
1864	5415	391
1865	5418	389
1866	5421	386
1867	5423	383
1868	5426	380
1869	5429	377
1870	5432	374
1871	5435	371
1872	5438	368
1873	5440	365
1874	5443	362
1875	5446	360
1876	5449	357
1877	5452	354
1878	5455	351
1879	5457	348
1880	5460	345
1881	5463	342
1882	5466	339
1883	5469	336
1884	5471	333
1885	5474	330
1886	5477	328
1887	5480	325
1888	5483	322
1889	5485	319
1890	5488	316
1891	5491	313
1892	5494	310
1893	5497	307
1894	5499	304
1895	5502	301
1896	5505	298
1897	5508	296
1898	5511	293
1899	5514	290
1900	5517	287
1901	5519	284
1902	5522	281
1903	5525	278
1904	5528	275
1905	5531	272
1906	5534	269
1907	5536	266
1908	5539	264
1909	5542	261
1910	5545	258
1911	5548	255
1912	5550	252
1913	5553	249
1914	5556	246
1915	5559	243
1916	5562	240
1917	5564	237
1918	5567	235
1919	5570	232
1920	5573	229
1921	5576	226
1922	5579	223
1923	5582	220
1924	5585	217
1925	5588	214
1926	5590	211
1927	5593	208
1928	5596	205
1929	5599	203
1930	5601	200
1931	5604	197
1932	5607	194
1933	5610	191
1934	5613	188
1935	5615	185
1936	5618	182
1937	5621	179
1938	5624	176
1939	5626	174
1940	5629	171
1941	5632	168
1942	5635	165
1943	5638	162
1944	5641	159
1945	5644	156
1946	5646	153
1947	5649	150
1948	5652	147
1949	5655	145
1950	5658	142
1951	5661	139
1952	5664	136
1953	5667	133
1954	5670	130
1955	5672	127
1956	5675	124
1957	5679	121
1958	5683	118
1959	5687	116
1960	5690	113
1961	5692	110
1962	5695	107
1963	5698	104
1964	5701	101
1965	5704	98
1966	5707	95
1967	5710	92
1968	5713	89
1969	5716	87
1970	5719	84
1971	5722	81
1972	5725	78
1973	5728	75
1974	5731	72
1975	5734	69
1976	5737	66
1977	5740	63
1978	5743	60
1979	5746	58
1980	5749	55
1981	5752	52
1982	5755	49
1983	5758	46
1984	5761	43
1985	5763	40
1986	5766	37
1987	5769	34
1988	5772	31
1989	5775	29
1990	5778	26
1991	5781	23
1992	5784	20
1993	5786	17
1994	5789	14
1995	5792	11
1996	5795	8
1997	5798	5
1998	5801	2
1999	5803	0
