iter	RMSE
1665	3961.669092
1666	3960.688043
1667	3960.225814
1668	3958.985346
1669	3957.721348
1670	3954.852821
1671	3953.034473
1672	3951.642958
1673	3950.385594
1674	3950.008537
1675	3949.069425
1676	3946.770605
1677	3943.164211
1678	3942.355408
1679	3940.722888
1680	3938.866516
1681	3937.517353
1682	3936.592742
1683	3935.840929
1684	3934.561925
1685	3933.937109
1686	3931.205438
1687	3930.213995
1688	3928.985632
1689	3928.329707
1690	3927.412326
1691	3926.193941
1692	3924.355644
1693	3922.423282
1694	3919.088066
1695	3917.638547
1696	3915.911847
1697	3915.26613
1698	3914.843816
1699	3914.244954
1700	3913.65899
1701	3913.658771
1702	3912.19146
1703	3909.932459
1704	3908.515081
1705	3907.940871
1706	3906.514701
1707	3903.659911
1708	3901.291898
1709	3900.692043
1710	3899.970229
1711	3896.958514
1712	3896.022585
1713	3894.892339
1714	3894.451156
1715	3892.360447
1716	3890.747328
1717	3888.845833
1718	3886.880814
1719	3884.653725
1720	3882.425284
1721	3881.50107
1722	3880.645267
1723	3879.182542
1724	3875.307159
1725	3872.62267
1726	3871.195089
1727	3869.887172
1728	3869.049437
1729	3867.488845
1730	3865.599692
1731	3862.319035
1732	3860.062124
1733	3859.411765
1734	3857.843759
1735	3856.873681
1736	3856.127153
1737	3855.085596
1738	3854.559083
1739	3852.76585
1740	3849.62139
1741	3848.291359
1742	3846.048881
1743	3844.316592
1744	3842.556429
1745	3840.757121
1746	3838.890796
1747	3838.206314
1748	3835.278828
1749	3831.866787
1750	3829.948604
1751	3828.855607
1752	3826.935002
1753	3824.648886
1754	3824.265092
1755	3822.975312
1756	3821.797635
1757	3820.65407
1758	3816.898318
1759	3814.789006
1760	3814.246243
1761	3812.685739
1762	3810.552293
1763	3809.602776
1764	3807.440926
1765	3803.777988
1766	3802.928285
1767	3801.855427
1768	3801.40285
1769	3798.797936
1770	3794.428294
1771	3791.981366
1772	3791.283499
1773	3790.289638
1774	3789.130796
1775	3788.416613
1776	3787.480721
1777	3786.345926
1778	3785.26113
1779	3784.244653
1780	3783.630154
1781	3782.007319
1782	3780.03821
1783	3778.725568
1784	3777.560906
1785	3777.223073
1786	3774.491802
1787	3771.154812
1788	3770.063636
1789	3768.694095
1790	3767.191383
1791	3767.191062
1792	3765.735894
1793	3765.470204
1794	3764.359763
1795	3762.294446
1796	3761.568106
1797	3761.257385
1798	3759.205075
1799	3757.857006
1800	3757.308141
1801	3755.038949
1802	3752.571914
1803	3751.948823
1804	3750.879433
1805	3749.054617
1806	3745.512599
1807	3745.097588
1808	3743.438656
1809	3742.015445
1810	3741.57892
1811	3739.350317
1812	3738.744757
1813	3738.155406
1814	3734.613533
1815	3733.842597
1816	3732.933115
1817	3732.227331
1818	3730.083566
1819	3729.321087
1820	3727.881115
1821	3726.07769
1822	3724.486458
1823	3723.918092
1824	3722.501153
1825	3720.171591
1826	3717.240378
1827	3714.823355
1828	3714.703437
1829	3711.749034
1830	3710.8925
1831	3708.386421
1832	3706.203429
1833	3706.055851
1834	3703.211726
1835	3701.198602
1836	3700.388864
1837	3698.304519
1838	3696.728115
1839	3694.420493
1840	3693.494355
1841	3691.175304
1842	3689.44666
1843	3687.879525
1844	3687.168744
1845	3686.522941
1846	3685.158212
1847	3684.250207
1848	3683.208771
1849	3682.320708
1850	3681.82248
1851	3680.297823
1852	3679.839576
1853	3678.622036
1854	3675.670218
1855	3673.729661
1856	3672.308598
1857	3670.587733
1858	3668.471097
1859	3668.164597
1860	3666.53441
1861	3665.058
1862	3664.675598
1863	3662.976492
1864	3661.704855
1865	3660.066306
1866	3659.380184
1867	3657.467179
1868	3657.10077
1869	3655.285687
1870	3652.848096
1871	3652.193715
1872	3652.075328
1873	3650.041629
1874	3649.311603
1875	3647.750823
1876	3645.756338
1877	3644.89762
1878	3644.176461
1879	3643.422709
1880	3641.805697
1881	3640.151129
1882	3639.785564
1883	3638.012353
1884	3635.814583
1885	3634.845143
1886	3634.222526
1887	3632.176565
1888	3631.645987
1889	3631.12417
1890	3628.183463
1891	3625.679956
1892	3623.662725
1893	3622.0055
1894	3620.622737
1895	3619.9866
1896	3618.385942
1897	3617.813126
1898	3613.555603
1899	3612.684825
1900	3611.079995
1901	3610.698629
1902	3608.775561
1903	3608.188404
1904	3605.998539
1905	3605.280162
1906	3604.161417
1907	3602.139978
1908	3600.904026
1909	3599.735448
1910	3598.73758
1911	3598.474632
1912	3597.737399
1913	3596.871477
1914	3595.510607
1915	3593.879876
1916	3592.557921
1917	3590.106123
1918	3588.983413
1919	3588.005554
1920	3585.982007
1921	3585.488095
1922	3584.523268
1923	3583.737918
1924	3582.036113
1925	3581.276125
1926	3580.325166
1927	3579.668385
1928	3578.657002
1929	3577.506226
1930	3575.376387
1931	3574.144191
1932	3571.128039
1933	3570.260334
1934	3569.694196
1935	3566.664177
1936	3566.030929
1937	3564.869037
1938	3563.115417
1939	3561.897814
1940	3561.000195
1941	3560.576273
1942	3558.924197
1943	3557.556181
1944	3556.22124
1945	3553.431067
1946	3552.919128
1947	3552.15785
1948	3550.458928
1949	3548.732775
1950	3548.148595
1951	3546.900266
1952	3545.941333
1953	3545.423146
1954	3544.885924
1955	3542.432062
1956	3541.027842
1957	3539.422281
1958	3537.284143
1959	3536.456258
1960	3535.08356
1961	3534.394582
1962	3533.119543
1963	3532.670044
1964	3531.24449
1965	3529.656625
1966	3528.507286
1967	3527.354028
1968	3526.389264
1969	3525.839697
1970	3524.678879
1971	3522.685017
1972	3521.868917
1973	3520.00333
1974	3519.448785
1975	3517.715081
1976	3517.128776
1977	3515.259524
1978	3514.80167
1979	3513.438553
1980	3511.706262
1981	3510.898717
1982	3509.608338
1983	3508.085572
1984	3507.191718
1985	3505.252801
1986	3504.540895
1987	3503.188353
1988	3501.918937
1989	3500.292566
1990	3497.064897
1991	3496.01209
1992	3494.91586
1993	3494.189058
1994	3491.745214
1995	3490.825574
1996	3490.052156
1997	3488.223604
1998	3487.366776
1999	3485.247058
